iter	Logloss
0	0.6386497942
1	0.5898983553
2	0.5408383083
3	0.4982826582
4	0.4602569358
5	0.418694011
6	0.3766132237
7	0.3452527595
8	0.3156875871
9	0.2856305927
10	0.2601718604
11	0.2398492073
12	0.2203253586
13	0.2016562494
14	0.1810366351
15	0.1663759373
16	0.1521851624
17	0.1393411389
18	0.1275493477
19	0.1189420284
20	0.1096113596
21	0.1010907967
22	0.09338885856
23	0.0856615407
24	0.0785215901
25	0.07172673705
26	0.06639631275
27	0.06062883334
28	0.05634296649
29	0.05217379666
30	0.0484525954
31	0.0448116699
32	0.04109341765
33	0.03798958142
34	0.03521322532
35	0.03294138768
36	0.03051557159
37	0.02859551297
38	0.0265796443
39	0.02492852452
40	0.02313403787
41	0.02178906106
42	0.0203739315
43	0.01911241535
44	0.0178337989
45	0.01668848709
46	0.01554369927
47	0.01464096763
48	0.01377366476
49	0.01301012779
50	0.0122414661
51	0.01160251249
52	0.0110222224
53	0.0103977104
54	0.009890837895
55	0.009418053133
56	0.00898703325
57	0.008560078229
58	0.008123643691
59	0.007607433107
60	0.007255309823
61	0.006930203823
62	0.006542506173
63	0.006263012738
64	0.006036854477
65	0.005745539161
66	0.005523817659
67	0.005335962868
68	0.005114439615
69	0.004918168283
70	0.004707694794
71	0.004542616907
72	0.004373185079
73	0.004229122064
74	0.004045160422
75	0.003874547197
76	0.003732726812
77	0.003647289381
78	0.003544665206
79	0.003405396333
80	0.003289917372
81	0.003220344369
82	0.003124557238
83	0.00302546332
84	0.002933009706
85	0.00289164331
86	0.002798107447
87	0.002712795264
88	0.002654286625
89	0.002583803032
90	0.002523167038
91	0.002447483964
92	0.002387144692
93	0.002315569303
94	0.002260691108
95	0.002205744486
96	0.002155672716
97	0.002088880499
98	0.002033573045
99	0.001990167868
100	0.001944759697
101	0.001892619954
102	0.001853647395
103	0.001827910803
104	0.001798193811
105	0.001752175205
106	0.001724551871
107	0.001685644718
108	0.001652898536
109	0.001619344585
110	0.001597467308
111	0.001564405522
112	0.001544283073
113	0.001511605015
114	0.001492841523
115	0.001473734168
116	0.001449045877
117	0.001423835429
118	0.001394745823
119	0.001374217837
120	0.001352465179
121	0.001330387534
122	0.00131001205
123	0.001291533832
124	0.001275295659
125	0.001248135414
126	0.001233681278
127	0.001210285779
128	0.001196129597
129	0.001177315735
130	0.00116255326
131	0.00114937908
132	0.00113708679
133	0.001123830743
134	0.00110729006
135	0.001100088486
136	0.00108388529
137	0.001073740465
138	0.001065956693
139	0.00105100584
140	0.001037600646
141	0.001023259287
142	0.001008840138
143	0.0009968779831
144	0.0009859387644
145	0.000967377106
146	0.0009516912692
147	0.0009437697831
148	0.0009333168573
149	0.0009188419821
150	0.0009111769027
151	0.000891794314
152	0.0008816726986
153	0.0008738666374
154	0.0008634162096
155	0.0008552012916
156	0.0008433850096
157	0.0008434020419
158	0.0008334419895
159	0.0008224012869
160	0.000812704265
161	0.0007999576315
162	0.0007887898474
163	0.0007816910636
164	0.0007816910636
165	0.0007816910636
166	0.0007679888162
167	0.000758992767
168	0.0007590068728
169	0.0007590068728
170	0.0007502984589
171	0.0007391289093
172	0.0007391133554
173	0.0007319612353
174	0.0007221272039
175	0.0007120311977
176	0.0007120192097
177	0.0007003942851
178	0.0006912763071
179	0.0006912649539
180	0.0006843100596
181	0.0006759080666
182	0.0006662985132
183	0.0006663004271
184	0.0006663042779
185	0.0006663018173
186	0.0006587350636
187	0.0006587290721
188	0.0006587213102
189	0.0006587213355
190	0.0006517683225
191	0.0006517726114
192	0.0006517797638
193	0.0006436487671
194	0.0006436476665
195	0.0006436503588
196	0.0006436381971
197	0.0006326866477
198	0.0006267619162
199	0.0006267695321
200	0.0006267657393
201	0.0006267557762
202	0.0006185212961
203	0.0006185248874
204	0.000618506407
205	0.000618506407
206	0.0006185013423
207	0.0006184920744
208	0.0006184981263
209	0.0006184981263
210	0.0006184976351
211	0.0006184955776
212	0.00061018745
213	0.0006101725634
214	0.0006033533863
215	0.0006033676333
216	0.0006033427282
217	0.0006033516209
218	0.0006033414816
219	0.0006033414816
220	0.000603324336
221	0.0006033271465
222	0.0005949848084
223	0.0005949729363
224	0.000594969345
225	0.0005949826676
226	0.0005949668241
227	0.0005949549218
228	0.000594956312
229	0.0005949612356
230	0.0005949612356
231	0.0005949440622
232	0.000594451356
233	0.0005944475003
234	0.0005944248265
235	0.0005944248265
236	0.0005944282139
237	0.0005944239854
238	0.0005944239854
239	0.0005944239854
240	0.0005944137303
241	0.0005944137303
242	0.0005861502952
243	0.0005861523805
244	0.0005861437799
245	0.0005861390856
246	0.0005861377558
247	0.0005861361616
248	0.0005861233024
249	0.0005861255312
250	0.0005861031169
251	0.0005776574993
252	0.0005776388476
253	0.0005776418899
254	0.0005776342161
255	0.0005776262502
256	0.000577613245
257	0.0005776118849
258	0.0005776224574
259	0.0005776155619
260	0.000577613245
261	0.000577613245
262	0.0005775991995
263	0.0005775928832
264	0.0005718116284
265	0.0005718074301
266	0.0005718005069
267	0.0005717928029
268	0.0005718001895
269	0.0005717793065
270	0.0005717841722
271	0.0005717742972
272	0.0005717817393
273	0.000571780611
274	0.000571780611
275	0.0005717721842
276	0.0005717464657
277	0.0005717569174
278	0.0005717449295
279	0.0005717357171
280	0.0005717524295
281	0.0005717382682
282	0.0005717155895
283	0.0005645607119
284	0.000564539164
285	0.0005645484874
286	0.0005645297525
287	0.0005645370787
288	0.0005645251161
289	0.0005645225372
290	0.0005645225372
291	0.0005645286797
292	0.0005645286797
293	0.0005645244512
294	0.0005645078546
295	0.0005584411728
296	0.0005584392034
297	0.0005584440087
298	0.0005584335268
299	0.0005584396366
300	0.0005543263843
301	0.0005543223875
302	0.0005475647843
303	0.0005404514663
304	0.0005333631139
305	0.0005333720922
306	0.0005333664735
307	0.0005333689643
308	0.0005333463737
309	0.0005333675162
310	0.000533348313
311	0.0005333435028
312	0.0005333478496
313	0.0005333488041
314	0.0005333336001
315	0.0005333340913
316	0.0005333336026
317	0.0005333336026
318	0.0005333294597
319	0.0005333274879
320	0.000533323549
321	0.000533326969
322	0.0005333085767
323	0.0005333027843
324	0.0005333050131
325	0.000533306489
326	0.0005332889982
327	0.0005332835533
328	0.0005332872605
329	0.0005332801056
330	0.0005241256147
331	0.0005241256147
332	0.0005241230962
333	0.0005241333464
334	0.0005241243983
335	0.0005241243983
336	0.000524123124
337	0.0005241062378
338	0.0005240983625
339	0.0005240990274
340	0.0005240974055
341	0.0005240974055
342	0.0005240885708
343	0.0005240826347
344	0.0005240823451
345	0.0005240739762
346	0.0005240713672
347	0.0005235086025
348	0.0005235016238
349	0.0005234926732
350	0.0005234939451
351	0.0005234977428
352	0.0005234977428
353	0.0005234932777
354	0.0005234932777
355	0.0005234898651
356	0.0005234911672
357	0.0005234889636
358	0.0005234799298
359	0.0005234787411
360	0.0005234738175
361	0.0005234637109
362	0.0005234615375
363	0.0005234549643
364	0.0005176293695
365	0.0005176293695
366	0.0005176200738
367	0.0005176155557
368	0.0005176179004
369	0.0005176074161
370	0.0005175909076
371	0.0005176015078
372	0.0005176096474
373	0.0005175851151
374	0.0005175976545
375	0.0005175976545
376	0.0005175798138
377	0.0005175798138
378	0.0005175798138
379	0.0005175834932
380	0.0005175734143
381	0.0005175765145
382	0.0005175661436
383	0.0005175503025
384	0.0005175503025
385	0.0005175501262
386	0.0005175533725
387	0.000517536864
388	0.000517536864
389	0.0005102502056
390	0.0005102363315
391	0.0005102399228
392	0.0005102518854
393	0.0005102520013
394	0.0005102270358
395	0.0005102419803
396	0.0005102281364
397	0.0005102437181
398	0.0005102395752
399	0.0005040059623
400	0.0005040059623
401	0.0005039950146
402	0.000503985311
403	0.0005039850213
404	0.0005039835732
405	0.0005039786219
406	0.0005039706259
407	0.0005039693238
408	0.0005039819815
409	0.0005039541476
410	0.0004973839073
411	0.0004973793639
412	0.0004973746419
413	0.0004973642155
414	0.0004973564258
415	0.0004973564258
416	0.0004973564258
417	0.0004973455336
418	0.00049735903
419	0.000497344637
420	0.0004973387564
421	0.0004973409298
422	0.0004973353413
423	0.000490291359
424	0.0004902885787
425	0.0004902813079
426	0.0004902817158
427	0.0004902780919
428	0.0004902890396
429	0.0004902751679
430	0.0004847365867
431	0.0004847261929
432	0.0004847422947
433	0.0004847267118
434	0.0004847284218
435	0.0004847252927
436	0.0004847228019
437	0.0004847228019
438	0.0004846937527
439	0.0004790566419
440	0.0004790620856
441	0.0004790451728
442	0.0004790423635
443	0.0004790397002
444	0.0004790240014
445	0.0004790465328
446	0.0004790364262
447	0.0004790364262
448	0.0004790310393
449	0.000479026812
450	0.0004790211631
451	0.0004790180931
452	0.000479018962
453	0.0004790167886
454	0.0004790167886
455	0.0004790168465
456	0.0004790083051
457	0.000479003612
458	0.0004790162975
459	0.0004789997033
460	0.0004789991228
461	0.0004789987161
462	0.0004789868126
463	0.0004789941968
464	0.0004789796023
465	0.0004789796023
466	0.0004789768219
467	0.000478982846
468	0.000478965062
469	0.0004789682805
470	0.0004789736939
471	0.0004789459179
472	0.0004789459179
473	0.0004789588351
474	0.0004789560547
475	0.0004789457454
476	0.0004789411681
477	0.000478932973
478	0.0004721917383
479	0.0004721966619
480	0.0004721770267
481	0.0004721920858
482	0.0004721756944
483	0.0004721756944
484	0.0004721801823
485	0.0004721801823
486	0.0004721898859
487	0.0004721811658
488	0.000472173118
489	0.0004721795162
490	0.0004721795162
491	0.0004721689474
492	0.0004721689474
493	0.0004721722769
494	0.0004721663408
495	0.0004721535974
496	0.0004721540596
497	0.0004721521469
498	0.0004721448786
499	0.0004721367124
500	0.0004721366231
501	0.0004721233029
502	0.0004721341311
503	0.000472140562
504	0.0004721108165
505	0.0004721160611
506	0.0004721234742
507	0.0004721158306
508	0.000472113627
509	0.000472113627
510	0.0004721191878
511	0.000472099637
512	0.0004720988587
513	0.0004720976701
514	0.0004720976701
515	0.0004721068221
516	0.0004720771358
517	0.0004720726466
518	0.0004720726466
519	0.0004720735457
520	0.0004720723582
521	0.0004720723582
522	0.0004720680127
523	0.0004720689962
524	0.0004720748453
525	0.000472076238
526	0.0004720636116
527	0.0004720692895
528	0.0004720528666
529	0.0004720458553
530	0.0004720458553
531	0.0004720458553
532	0.0004720508948
533	0.0004720473324
534	0.000472057818
535	0.0004720383264
536	0.0004720528944
537	0.0004720408763
538	0.0004720511252
539	0.0004720437725
540	0.0004720354566
541	0.0004720321562
542	0.0004720266558
543	0.0004720144892
544	0.0004720207752
545	0.0004720207752
546	0.0004720206896
547	0.0004720081464
548	0.000472021877
549	0.0004720069325
550	0.0004720019196
551	0.0004719999513
552	0.0004720005885
553	0.0004719908849
554	0.0004719848897
555	0.0004719880201
556	0.0004719821383
557	0.0004719855269
558	0.0004719718
559	0.0004719761154
560	0.0004719761154
561	0.0004719693672
562	0.0004719789802
563	0.0004719666737
564	0.0004719475296
565	0.0004719588249
566	0.0004719636616
567	0.0004719706717
568	0.0004719556668
569	0.0004719563921
570	0.0004719563921
571	0.000471932643
572	0.000471943242
573	0.0004719400272
574	0.0004719400272
575	0.0004719315702
576	0.0004719289358
577	0.0004719289358
578	0.0004719327891
579	0.000471929427
580	0.0004719477601
581	0.0004719258079
582	0.0004719237793
583	0.0004719234016
584	0.0004719234016
585	0.0004719189414
586	0.0004719008726
587	0.0004719014192
588	0.0004718879542
589	0.0004718879542
590	0.0004718921236
591	0.0004718763971
592	0.0004718767748
593	0.000471875469
594	0.0004718600346
595	0.0004718714433
596	0.0004718669554
597	0.0004718669554
598	0.0004718590801
599	0.0004718706058
600	0.0004718511407
601	0.0004718511407
602	0.0004718511407
603	0.0004718487103
604	0.0004718538934
605	0.0004718342847
606	0.0004718441633
607	0.0004718404247
608	0.0004718353865
609	0.0004718353865
610	0.0004718218888
611	0.0004718257131
612	0.0004718352731
613	0.000471810392
614	0.0004718325192
615	0.0004718205566
616	0.0004718134041
617	0.0004718255985
618	0.0004718031792
619	0.0004718165924
620	0.0004718165924
621	0.000471797966
622	0.0004718097284
623	0.0004717974169
624	0.0004717929
625	0.0004717787954
626	0.0004717773775
627	0.0004717816337
628	0.0004717686586
629	0.000471776272
630	0.0004717718734
631	0.0004717622555
632	0.0004717584664
633	0.000471753626
634	0.000471769729
635	0.000471769729
636	0.0004717758715
637	0.0004717689193
638	0.0004717689193
639	0.0004717689193
640	0.0004717389433
641	0.0004717570182
642	0.0004717602885
643	0.0004717395503
644	0.000471751309
645	0.0004717333814
646	0.0004717420411
647	0.0004717372346
648	0.0004717303995
649	0.0004717335551
650	0.0004717194505
651	0.0004717332076
652	0.0004717195676
653	0.0004717368568
654	0.0004717281706
655	0.0004717150193
656	0.0004717235933
657	0.0004717133395
658	0.0004717125297
659	0.0004716938189
660	0.0004717024811
661	0.0004717052578
662	0.0004716934726
663	0.0004716925458
664	0.0004716874761
665	0.0004716803237
666	0.0004716803237
667	0.0004716803237
668	0.0004716979026
669	0.0004716874182
670	0.0004716874182
671	0.0004716821495
672	0.0004716779476
673	0.0004716779463
674	0.0004716740678
675	0.0004716740678
676	0.0004716702689
677	0.0004716729673
678	0.0004716729673
679	0.0004716775156
680	0.0004716581663
681	0.0004716559652
682	0.0004716580794
683	0.0004716608888
684	0.000471659991
685	0.0004716484929
686	0.0004716416011
687	0.0004716374293
688	0.0004716543698
689	0.0004716543698
690	0.0004716395738
691	0.0004716470448
692	0.0004716334024
693	0.0004716392829
694	0.0004716308826
695	0.0004716256417
696	0.0004716242805
697	0.0004716301888
698	0.0004716026167
699	0.0004716192133
700	0.0004716013423
701	0.0004716013423
702	0.0004716076573
703	0.0004715999534
704	0.0004716000957
705	0.0004715803459
706	0.000471596852
707	0.000471596852
708	0.0004715914964
709	0.0004715872667
710	0.0004715724959
711	0.000471570757
712	0.0004715767244
713	0.0004715668193
714	0.0004715666733
715	0.0004715666733
716	0.0004715703805
717	0.0004715527449
718	0.0004715631701
719	0.0004715621854
720	0.000471554596
721	0.0004715684714
722	0.0004715535848
723	0.0004715476487
724	0.000471555121
725	0.0004715437074
726	0.0004715437074
727	0.0004715266499
728	0.0004715266499
729	0.0004715266499
730	0.000471534437
731	0.0004715351913
732	0.0004715337167
733	0.0004715358297
734	0.0004715285916
735	0.0004715352806
736	0.0004715219001
737	0.0004715186261
738	0.0004715161064
739	0.0004715065501
740	0.0004715291961
741	0.0004715194081
742	0.0004715236668
743	0.0004715193791
744	0.0004715123702
745	0.00047150568
746	0.0004715045504
747	0.0004714980653
748	0.000471505651
749	0.000471505651
750	0.0004715055931
751	0.0004715094463
752	0.0004715094463
753	0.0004715094463
754	0.0004714984659
755	0.0004714996848
756	0.0004714821059
757	0.0004714813806
758	0.0004714813806
759	0.0004714813806
760	0.0004714683174
761	0.0004714683174
762	0.0004714739663
763	0.0004714655105
